score,time_taken,attempts,avg_user_score,tasks_completed_today,account_age_days,previous_rewards,time_of_day,fraud
24,385,2,13,8,359,6,20,0
11,277,5,17,8,209,6,13,0
14,558,1,17,3,360,7,11,0
8,83,4,9,6,208,0,4,0
12,517,2,13,7,222,8,4,0
14,82,4,12,4,287,11,3,0
9,317,4,17,0,163,5,22,0
15,208,2,15,8,72,12,12,0
6,139,5,10,5,240,4,3,0
16,581,5,5,2,127,18,17,0
22,496,5,14,2,85,0,15,0
20,160,3,9,9,15,17,17,0
21,215,5,16,0,248,7,1,0
6,188,2,5,7,312,7,22,0
13,206,3,11,1,283,14,3,0
14,98,5,14,0,2,18,19,1
20,443,3,18,6,74,9,16,0
6,192,2,15,8,64,15,19,0
8,218,5,12,5,261,10,5,0
18,502,1,12,7,347,11,17,0
15,139,2,11,7,324,15,19,0
7,22,4,6,8,239,15,6,0
17,115,4,9,6,337,19,12,0
22,384,2,8,8,341,2,8,0
17,591,4,9,8,279,8,1,0
19,108,2,14,0,353,7,7,0
6,596,1,13,5,201,9,13,0
2,201,2,19,7,293,12,21,0
17,334,5,8,9,286,17,23,1
9,476,5,19,8,221,12,17,0
6,376,3,19,3,162,12,0,0
16,327,4,16,1,183,14,22,0
13,153,4,12,8,265,12,8,0
23,393,2,12,8,132,15,8,0
2,225,4,6,7,322,7,1,0
11,370,5,18,2,120,18,15,0
12,333,1,10,4,219,9,3,0
1,24,2,9,1,160,11,12,0
2,226,4,6,2,300,13,16,0
4,501,5,16,0,109,5,10,0
10,556,3,14,3,238,8,22,0
7,192,4,8,4,293,6,1,0
22,279,1,11,1,67,5,3,0
22,476,1,17,2,316,0,11,0
11,528,4,5,5,187,13,1,0
6,551,4,19,5,36,5,0,0
14,476,5,13,6,49,11,22,0
23,314,4,14,8,256,16,5,0
16,153,3,16,3,107,4,15,0
3,120,5,5,4,8,10,1,0
21,241,2,19,1,236,4,13,0
24,593,3,16,5,178,11,19,0
12,509,5,9,3,242,2,11,0
17,563,5,11,4,41,8,18,0
0,282,1,12,6,357,5,2,0
15,182,5,6,5,245,1,18,0
12,16,3,8,7,113,1,10,0
9,164,4,6,5,256,11,3,0
11,531,3,8,9,166,7,16,0
1,555,2,19,7,342,1,16,0
22,557,5,10,3,78,8,6,0
2,527,5,10,6,207,15,4,0
9,224,5,16,2,311,14,18,0
1,143,5,17,0,196,13,20,0
22,294,1,6,8,321,19,18,0
12,135,1,15,8,64,3,8,0
12,448,4,8,5,140,3,16,0
17,161,5,8,1,42,10,8,0
2,340,2,18,7,306,17,13,0
6,547,4,5,9,209,4,4,0
13,392,5,19,5,304,1,21,0
19,124,1,18,6,73,14,1,0
16,491,2,6,0,153,10,23,0
20,293,4,18,2,135,16,14,0
11,84,2,7,0,362,15,15,0
24,175,5,17,9,264,14,18,1
15,198,3,19,0,216,2,0,0
23,87,2,15,0,209,19,22,0
11,30,2,9,3,204,14,11,0
14,575,1,15,6,110,18,18,0
24,193,5,12,6,31,12,19,0
9,231,2,19,4,12,15,14,0
24,337,5,10,5,127,11,4,0
6,188,1,7,1,313,16,0,0
19,121,5,10,4,194,15,10,0
4,68,1,11,6,140,8,8,0
0,336,1,10,8,27,5,6,0
16,200,4,14,5,46,18,1,0
2,209,5,10,9,135,12,16,1
12,321,3,5,3,317,7,15,0
13,44,4,7,2,58,11,15,0
23,388,1,11,8,13,8,13,0
17,396,3,8,6,100,3,1,0
3,246,2,16,5,49,12,18,0
17,528,2,8,6,291,1,2,0
4,292,4,11,7,94,2,7,0
24,10,3,13,4,95,4,20,0
15,473,5,18,2,145,17,18,0
0,239,3,15,2,72,13,15,0
20,181,4,17,1,10,1,21,0
13,96,5,17,7,162,14,3,0
14,562,5,19,0,214,7,7,0
8,132,2,6,7,4,15,0,0
14,307,3,13,2,224,2,3,0
16,584,5,7,8,29,19,6,0
24,493,4,10,1,302,19,0,0
23,174,2,8,9,203,4,23,0
3,392,5,5,8,77,3,17,0
11,218,3,13,5,59,11,3,0
4,441,2,15,0,196,18,19,0
4,398,3,19,4,322,14,13,0
10,569,3,10,9,107,12,7,0
5,233,3,12,8,342,4,17,0
6,12,2,19,5,9,11,6,0
23,381,5,19,6,20,18,2,0
13,455,1,6,3,149,1,20,0
23,125,5,11,0,17,6,13,0
10,279,2,10,4,12,4,11,0
12,456,1,6,1,82,19,14,0
1,377,1,6,7,67,10,7,0
24,262,1,8,3,133,17,4,0
6,326,4,8,0,53,17,16,0
19,424,2,7,9,206,6,9,0
3,104,4,12,6,233,9,10,0
7,33,1,18,1,54,19,22,0
19,59,4,11,2,68,13,15,0
21,511,4,6,8,291,19,15,0
20,507,2,7,8,344,19,3,0
18,344,3,14,1,169,10,22,0
12,88,4,13,2,161,1,4,0
13,591,4,17,8,15,12,9,0
9,36,1,9,0,191,12,13,0
10,280,1,6,1,15,8,8,0
1,571,1,7,1,287,16,17,0
24,256,5,12,9,363,14,19,1
8,396,4,8,2,10,15,5,0
16,568,1,18,9,57,9,10,0
2,370,2,6,2,199,19,20,0
23,497,5,6,9,161,11,16,1
5,361,3,10,1,263,4,8,0
4,265,4,12,7,253,19,2,0
4,231,4,11,7,119,16,15,0
21,10,2,8,7,80,9,19,0
14,555,3,6,1,124,5,3,0
22,455,3,13,8,313,19,23,0
16,88,5,8,6,72,5,21,0
8,245,4,13,4,168,11,14,0
2,343,1,9,6,284,18,1,0
19,358,2,18,7,36,1,19,0
16,107,2,16,8,312,12,16,0
9,91,2,19,1,175,19,18,0
2,511,2,16,5,199,10,19,0
17,486,1,15,8,116,14,15,0
17,559,1,15,5,315,12,23,0
16,23,5,18,1,220,2,18,0
23,401,4,11,0,66,13,20,0
2,356,1,16,2,265,7,16,0
2,319,5,9,4,134,8,3,0
5,395,3,19,6,119,14,17,0
12,218,4,6,9,122,17,3,0
23,366,1,10,9,321,7,20,0
14,577,3,11,2,87,10,2,0
24,103,5,18,8,289,4,21,0
8,102,1,19,9,137,14,17,0
3,349,1,15,3,53,14,20,0
13,454,3,17,9,205,6,19,0
4,31,1,10,1,348,17,4,0
1,300,2,17,2,51,11,8,0
10,494,1,18,4,327,11,21,0
8,315,4,7,2,40,3,22,0
23,137,3,14,4,250,10,23,0
2,282,4,12,3,218,5,14,0
8,451,5,7,9,179,9,8,1
2,512,4,18,2,39,14,13,0
24,139,2,9,5,183,0,20,0
1,141,2,13,7,224,16,23,0
11,491,4,15,3,164,2,1,0
9,399,5,9,8,234,10,17,0
8,334,1,19,5,193,17,12,0
14,78,2,11,4,85,9,20,0
7,457,4,15,2,243,8,15,0
24,537,4,18,4,173,6,5,0
4,174,4,11,4,37,10,15,0
10,497,1,9,3,87,7,3,0
1,435,3,6,5,129,1,23,0
23,274,5,9,2,194,4,9,0
14,351,3,11,9,319,8,18,0
5,287,5,11,0,43,0,10,0
7,448,5,8,6,356,16,4,0
4,166,4,5,6,159,9,17,0
15,431,2,10,3,105,7,2,0
17,260,4,17,8,229,17,7,0
5,539,1,19,1,217,9,10,0
4,336,5,18,0,264,8,20,0
15,106,2,7,2,49,3,18,0
12,522,5,15,6,352,1,20,0
4,225,5,9,8,123,18,2,0
12,141,4,8,1,303,9,11,0
16,269,2,19,5,25,16,14,0
17,134,2,17,2,131,2,22,0
7,91,5,6,4,224,18,23,0
12,292,2,16,8,99,18,15,0
18,68,2,19,2,352,18,4,0
2,553,4,11,0,290,18,18,0
23,170,3,18,4,197,14,5,0
7,293,1,9,0,109,17,11,0
1,115,3,19,7,348,16,18,0
7,114,2,18,6,220,9,8,0
12,448,5,11,1,264,13,17,0
12,237,1,13,8,208,18,2,0
0,591,1,8,4,319,17,22,0
5,327,5,9,6,82,10,13,0
23,473,1,13,3,25,10,23,0
18,481,5,17,0,186,11,20,0
15,65,1,14,7,8,7,4,0
7,22,3,15,0,124,15,4,0
0,449,1,18,2,149,7,3,0
15,27,4,17,5,98,13,21,0
8,122,5,8,7,216,17,15,0
12,238,1,9,7,101,3,12,0
10,180,5,17,1,218,16,7,0
12,304,4,9,8,259,12,23,0
24,198,1,12,3,356,4,20,0
20,435,1,19,3,11,2,15,0
9,88,4,17,1,59,8,1,0
3,191,4,19,0,250,19,7,0
5,508,4,8,9,140,17,2,0
6,80,5,8,6,335,19,22,0
4,257,4,17,9,38,18,8,0
10,155,5,11,2,122,18,10,0
12,305,3,15,3,65,15,20,0
24,591,1,9,8,146,0,23,0
18,479,1,10,5,302,4,19,0
22,515,2,10,0,125,14,0,0
9,202,3,16,8,312,11,0,0
9,77,4,10,8,191,0,21,0
10,503,4,18,4,263,13,7,0
20,61,3,14,7,361,17,15,0
6,372,4,9,6,296,17,9,0
17,483,2,17,7,182,5,1,0
3,530,5,17,8,159,0,15,0
1,440,1,9,1,353,16,3,0
13,307,3,13,9,308,17,18,0
12,444,1,17,4,287,14,8,0
11,207,5,12,7,162,11,2,0
6,137,3,19,2,263,12,10,0
1,541,5,8,5,217,19,7,0
12,420,4,11,5,181,1,6,0
13,74,4,12,6,91,3,0,0
16,250,4,16,2,17,2,7,0
8,378,5,13,7,125,18,23,0
16,545,5,9,7,260,7,16,0
7,393,5,7,8,355,11,10,0
1,440,1,19,7,214,11,6,0
23,92,5,17,2,239,9,8,0
12,583,4,8,5,180,0,13,0
2,295,2,19,8,172,4,4,0
15,543,5,14,0,143,19,17,0
5,468,2,10,2,317,10,23,0
18,221,4,14,1,244,8,22,0
6,135,5,15,7,232,13,12,0
9,422,1,9,5,172,2,4,0
8,508,1,13,9,277,4,7,0
1,434,2,17,7,77,8,14,0
14,563,1,15,1,303,17,21,0
4,552,1,15,5,331,5,3,0
21,167,1,18,6,49,6,0,0
3,121,4,7,7,248,15,5,0
19,411,1,6,8,283,7,23,0
3,131,3,10,4,287,9,18,0
17,282,5,17,2,32,4,11,0
3,303,1,11,1,158,10,6,0
16,407,1,9,7,18,12,12,0
11,480,1,5,0,63,19,6,0
21,216,3,7,9,128,1,8,0
16,119,1,7,5,16,13,0,0
9,449,1,16,1,163,8,20,0
21,287,5,18,2,251,9,23,0
0,577,3,8,7,137,9,12,0
21,578,3,18,0,318,9,18,0
23,491,1,14,5,295,18,20,0
17,123,3,10,2,179,10,0,0
17,486,2,9,5,229,10,19,0
13,330,3,5,2,180,2,20,0
14,188,3,19,7,72,18,18,0
11,228,3,10,4,318,0,17,0
3,537,4,18,3,83,11,22,0
2,501,4,18,8,136,14,4,0
19,70,4,13,4,218,13,2,0
11,63,3,15,3,109,2,1,0
6,547,2,5,7,119,19,21,0
10,74,3,12,7,18,12,9,0
0,595,1,12,7,332,17,5,0
5,180,2,7,3,154,15,18,0
14,282,4,19,0,11,5,16,0
14,544,5,17,1,138,9,18,0
18,400,2,13,3,62,16,12,0
10,336,4,15,9,71,16,16,0
22,117,2,17,1,61,7,22,0
1,171,2,17,9,132,3,17,0
13,461,3,15,2,61,14,10,0
1,215,1,12,8,358,0,19,0
3,599,5,7,8,269,6,19,0
16,25,4,14,8,12,9,12,0
2,336,2,9,6,35,6,23,0
12,11,5,7,3,51,0,10,0
8,19,2,9,0,43,16,19,0
6,443,1,13,2,228,11,18,0
14,134,5,19,7,111,16,9,0
22,90,4,16,3,322,14,2,0
10,494,2,8,9,15,15,20,0
19,159,1,10,9,177,13,5,0
1,349,5,7,1,162,2,6,0
14,138,2,7,7,39,18,20,0
13,447,2,9,6,26,11,22,0
19,510,4,12,9,112,18,19,0
21,67,1,18,8,51,17,4,0
10,207,3,12,1,98,13,21,0
2,220,2,7,4,170,19,8,0
16,54,5,12,5,56,8,21,0
11,106,4,17,1,221,2,9,0
23,288,4,15,1,325,11,13,0
20,544,2,17,9,146,19,10,0
14,419,2,12,3,260,16,16,0
15,470,2,7,7,129,4,10,0
4,400,3,14,4,50,7,6,0
19,53,2,19,8,340,18,10,0
5,36,1,17,3,326,3,12,0
18,106,5,19,2,20,14,18,0
24,557,2,14,9,174,18,5,0
4,576,3,6,7,283,14,1,0
2,228,5,14,0,26,13,13,0
0,194,4,6,8,160,15,15,0
5,78,2,13,3,10,9,6,0
14,139,5,11,8,82,13,0,0
1,576,4,10,7,256,19,1,0
2,343,3,11,2,105,10,8,0
16,163,1,12,2,140,1,22,0
24,556,2,16,8,202,18,17,0
23,88,1,5,2,344,2,20,0
11,588,3,12,3,24,3,19,0
17,422,5,7,8,46,10,17,0
14,555,5,7,3,217,12,17,0
11,178,3,10,2,55,17,9,0
15,592,3,8,6,78,17,7,0
7,524,2,8,5,159,18,20,0
13,323,4,8,0,344,11,7,0
24,41,1,14,9,272,0,1,0
16,296,1,13,7,148,5,17,0
20,52,5,12,0,38,2,10,0
7,10,5,7,3,111,16,10,0
14,582,2,5,5,15,2,18,0
13,279,3,5,5,78,0,10,0
17,189,1,5,6,76,2,9,0
19,527,2,8,4,328,3,7,0
6,112,5,18,4,275,5,14,0
2,19,5,10,3,197,6,7,0
11,592,1,8,5,219,7,18,0
20,99,5,15,6,63,12,0,0
23,235,5,15,9,361,3,22,1
2,135,4,7,9,32,5,19,0
19,218,3,12,0,233,10,2,0
13,106,5,18,8,110,0,20,0
14,83,4,12,7,165,7,11,0
24,200,2,10,6,194,1,15,0
13,65,5,13,8,7,7,21,0
6,562,2,16,2,139,19,15,0
16,41,5,14,9,343,8,16,1
11,536,1,5,3,287,3,15,0
19,583,4,17,6,301,16,8,0
3,293,4,12,5,56,6,21,0
8,503,1,10,1,160,9,18,0
5,196,3,5,1,149,4,0,0
15,507,4,8,9,287,9,17,0
24,451,2,9,6,257,11,5,0
21,139,4,11,8,139,19,5,0
21,301,3,12,8,349,5,11,0
20,123,2,13,6,324,0,2,0
20,208,2,16,7,292,2,10,0
1,22,1,16,9,335,6,5,0
23,280,5,10,2,187,10,13,0
7,224,1,14,0,323,11,17,0
10,453,5,13,6,184,8,15,0
12,521,1,8,7,307,0,23,0
16,456,5,12,1,262,3,12,0
7,83,4,7,8,310,1,0,0
20,546,2,8,3,344,1,5,0
17,110,5,14,9,145,16,13,1
17,185,4,8,8,261,1,16,0
13,436,3,10,2,2,3,12,0
14,126,1,19,7,314,10,12,0
5,175,3,13,1,12,18,8,0
10,50,4,10,2,261,12,5,0
12,438,3,5,0,362,17,5,0
24,353,3,9,4,169,18,4,0
0,433,4,13,3,148,14,20,0
5,375,2,9,0,200,11,13,0
8,129,5,10,9,312,10,13,1
7,238,1,7,8,70,0,3,0
10,139,5,12,5,312,15,1,0
21,361,1,14,5,54,12,1,0
18,327,5,15,1,259,5,16,0
23,346,3,17,6,351,5,9,0
8,282,2,8,8,28,9,13,0
16,126,3,8,5,363,1,18,0
11,377,2,15,7,120,2,16,0
24,103,4,16,4,133,5,21,0
13,177,1,9,1,90,15,10,0
14,350,1,18,3,16,5,6,0
15,161,4,14,0,287,12,8,0
21,595,5,19,0,284,3,13,0
21,283,4,13,5,230,14,22,0
19,563,4,17,1,137,5,3,0
0,505,2,12,5,295,0,13,0
9,110,4,11,0,227,8,19,0
7,566,1,9,9,27,11,23,0
17,91,3,13,2,332,10,19,0
0,538,2,13,8,117,12,16,0
1,82,2,14,1,89,0,18,0
0,23,5,14,7,107,18,16,0
0,442,3,6,5,221,3,13,0
8,166,2,8,5,223,4,12,0
12,141,4,12,6,122,16,13,0
0,347,2,17,4,354,4,15,0
12,413,2,18,3,33,18,20,0
19,385,2,5,5,91,2,14,0
21,568,5,17,7,184,10,18,0
6,116,2,19,3,258,1,21,0
1,274,2,9,4,13,13,10,0
5,214,5,12,6,24,5,11,0
6,88,3,6,5,325,18,10,0
13,164,1,6,3,34,0,22,0
17,256,5,17,3,247,6,4,0
14,540,5,12,9,343,1,7,1
1,547,2,14,3,19,18,5,0
9,163,2,16,0,30,0,15,0
22,163,1,13,4,49,8,11,0
11,101,2,11,7,180,16,5,0
16,442,4,12,6,226,9,12,0
7,347,2,9,4,78,5,6,0
10,489,2,5,2,207,2,7,0
2,140,4,8,0,35,19,11,0
5,459,1,19,6,250,14,1,0
8,282,4,6,2,71,19,22,0
5,597,5,7,3,364,5,8,0
8,186,4,16,4,310,2,12,0
6,58,3,7,7,279,9,16,0
8,576,5,13,6,152,11,12,0
17,364,2,17,8,227,0,15,0
11,317,5,19,2,243,15,0,0
7,55,1,14,9,10,16,6,0
7,311,1,19,0,317,9,12,0
17,417,4,8,0,48,11,13,0
19,198,5,6,9,112,18,20,1
14,138,2,7,0,204,7,16,0
6,570,1,7,1,157,7,15,0
10,546,2,18,1,343,9,14,0
19,275,3,11,6,26,9,16,0
15,127,1,12,8,308,17,1,0
3,473,4,17,7,166,9,11,0
5,153,3,15,3,249,6,2,0
21,451,5,17,1,262,3,8,0
2,209,2,10,2,264,0,5,0
8,166,1,8,9,17,10,5,0
9,496,3,10,4,76,18,6,0
13,143,3,17,8,254,4,7,0
10,157,1,15,7,206,7,2,0
17,345,5,5,2,34,1,23,0
21,80,5,17,8,147,1,14,0
11,242,4,14,9,326,13,21,0
22,343,5,12,2,338,8,5,0
11,99,4,5,9,228,9,10,0
12,343,3,19,7,118,12,2,0
24,208,1,9,0,165,0,15,0
12,170,5,6,3,38,13,5,0
18,547,4,19,3,358,1,10,0
18,130,3,10,5,296,3,7,0
22,310,5,13,1,137,18,22,0
13,584,2,9,6,309,0,9,0
3,445,3,8,4,246,3,9,0
12,77,5,18,9,198,10,22,1
7,468,3,6,5,66,12,2,0
22,523,1,16,5,80,17,13,0
20,407,1,7,5,52,9,18,0
22,295,1,10,9,129,4,20,0
18,570,2,12,7,1,0,20,0
11,149,1,18,9,167,13,8,0
17,565,2,12,3,16,15,12,0
5,599,1,9,9,145,17,8,0
17,291,3,9,7,112,2,20,0
18,587,5,14,8,102,2,11,0
21,466,5,18,3,82,3,13,0
4,96,1,17,0,99,6,4,0
23,88,5,7,2,159,12,5,0
8,214,1,19,0,40,8,12,0
2,346,1,11,6,155,2,12,0
9,263,4,19,0,36,16,23,0
18,313,4,17,3,247,14,5,0
2,389,4,10,0,4,9,13,0
21,139,2,19,1,281,14,10,0
14,285,4,5,0,351,0,12,0
0,567,1,8,4,334,9,11,0
6,192,3,10,6,249,6,15,0
11,277,4,15,2,12,6,5,0
16,331,4,10,7,283,2,8,0
20,521,3,15,4,216,6,16,0
23,87,1,18,4,319,8,19,0
19,348,2,19,4,311,7,15,0
4,565,4,16,7,82,2,11,0
3,518,3,16,1,14,4,17,0
11,247,1,7,1,56,12,8,0
19,143,5,10,7,342,12,2,0
23,201,2,16,8,282,7,9,0
17,365,3,14,9,199,17,10,0
16,287,3,10,9,348,6,1,0
18,27,3,16,1,166,9,7,0
8,533,4,13,3,292,9,19,0
3,189,5,13,7,146,10,10,0
20,132,2,6,1,78,11,17,0
1,255,1,8,3,112,12,19,0
3,382,1,13,9,23,7,6,0
1,60,5,19,0,116,16,13,0
14,80,3,18,1,142,13,6,0
1,489,3,17,6,197,16,0,0
3,569,3,8,0,278,18,11,0
5,28,3,12,0,28,15,0,0
6,93,3,14,1,299,8,2,0
9,164,5,16,3,76,19,1,0
18,574,4,7,6,18,9,2,0
18,366,2,7,3,100,8,3,0
21,452,3,13,4,124,0,13,0
11,78,4,15,3,292,2,22,0
2,532,1,14,3,125,10,17,0
12,152,5,12,8,7,6,22,0
17,201,4,5,5,23,17,4,0
7,396,3,14,2,162,12,14,0
20,387,3,18,5,117,17,15,0
14,590,3,6,6,352,15,7,0
0,544,4,7,6,21,15,23,0
2,302,3,18,7,252,9,20,0
7,18,4,15,3,326,8,7,0
3,280,3,6,0,309,7,6,0
15,396,1,7,5,84,18,5,0
22,102,1,12,7,362,2,6,0
9,538,2,15,4,41,8,22,0
11,163,3,15,2,203,1,18,0
13,414,3,16,3,128,18,21,0
13,158,4,18,7,142,7,21,0
1,276,4,10,5,344,17,0,0
22,431,3,19,4,103,7,12,0
4,481,2,18,8,107,4,6,0
4,556,3,11,9,17,5,0,0
5,535,4,14,2,25,9,9,0
12,512,3,19,6,64,14,12,0
8,23,4,19,8,342,3,3,0
21,373,3,17,3,237,2,6,0
14,128,5,14,9,176,8,5,1
13,247,4,10,9,291,15,5,0
23,555,2,5,2,293,15,20,0
6,178,5,15,0,311,14,10,0
24,531,3,7,8,156,8,22,0
19,525,4,17,0,53,16,8,0
1,406,5,5,1,73,11,21,0
6,115,2,16,8,183,7,6,0
5,94,4,19,4,189,13,8,0
16,223,5,14,3,13,17,22,0
24,130,5,16,8,47,11,5,0
24,141,5,13,8,160,13,18,0
1,206,1,17,1,284,19,13,0
2,28,3,13,2,53,4,0,0
4,21,4,9,2,287,0,15,0
4,90,4,8,4,8,12,8,0
0,339,4,16,2,72,13,22,0
7,401,5,13,9,98,1,14,1
11,316,3,13,5,87,15,18,0
23,276,2,19,1,330,4,9,0
3,456,4,7,5,101,0,15,0
12,450,3,9,5,281,11,2,0
22,11,3,7,1,289,18,18,0
14,529,1,14,5,237,9,12,0
10,318,4,6,5,196,11,13,0
9,531,5,5,5,97,18,6,0
2,478,3,16,4,96,15,1,0
21,221,3,14,6,261,16,13,0
13,121,2,6,4,121,12,22,0
15,17,1,12,0,273,6,22,0
9,486,3,15,8,332,2,16,0
9,469,3,12,2,52,4,12,0
11,262,5,7,1,318,3,1,0
8,535,5,11,9,163,14,4,1
0,447,2,11,5,190,16,3,0
4,245,2,6,7,277,11,2,0
19,315,2,13,1,85,13,13,0
7,487,5,7,3,194,3,10,0
10,29,5,6,1,181,16,7,0
11,225,1,16,8,21,10,22,0
0,144,4,7,9,203,5,8,0
24,138,4,6,1,202,3,15,0
21,419,1,19,9,151,12,2,0
19,431,4,12,1,159,19,9,0
24,303,5,9,4,310,14,0,0
10,255,4,7,4,26,17,8,0
4,565,5,9,6,309,16,15,0
14,95,1,15,0,66,18,8,0
4,565,2,15,1,263,9,11,0
11,384,1,12,5,167,4,0,0
4,455,4,11,1,288,11,15,0
16,387,5,10,3,154,14,7,0
16,399,4,18,9,343,3,13,0
23,60,4,17,5,206,7,13,0
11,251,2,5,6,153,19,9,0
23,303,4,14,9,184,16,0,0
14,572,2,5,4,159,5,5,0
14,275,5,5,7,194,15,8,0
5,129,5,18,5,2,4,18,1
11,257,2,14,4,215,13,21,0
19,79,1,18,3,175,1,15,0
17,66,5,12,5,75,16,18,0
13,391,1,12,5,285,5,10,0
1,48,5,18,5,127,10,20,0
8,452,5,11,0,49,1,10,0
4,27,3,10,5,32,0,13,0
19,361,4,8,0,158,4,6,0
0,307,4,5,4,15,7,11,0
22,292,1,19,6,318,3,19,0
2,595,4,19,0,334,18,19,0
5,119,1,13,0,243,4,22,0
4,189,5,19,5,17,4,4,0
20,553,3,5,6,22,15,0,0
4,34,3,8,5,244,17,10,0
0,66,5,7,4,81,10,14,0
16,189,2,11,5,144,16,9,0
18,241,2,9,2,8,2,14,0
13,352,4,9,8,167,17,12,0
11,486,1,8,4,287,3,14,0
9,585,3,5,1,268,18,1,0
19,464,4,9,9,289,8,21,0
20,241,5,8,9,186,4,12,1
17,298,3,18,6,12,3,11,0
23,222,1,14,2,281,15,22,0
10,267,1,17,0,304,9,3,0
1,539,2,12,2,83,8,11,0
24,238,4,6,8,55,15,14,0
17,235,5,12,4,131,19,12,0
24,444,3,5,6,125,16,1,0
6,411,1,17,2,325,17,19,0
23,97,3,8,3,51,14,15,0
14,593,5,7,0,27,19,13,0
10,551,3,9,2,165,8,20,0
17,318,4,17,6,281,5,1,0
22,352,2,9,3,33,5,16,0
11,445,3,9,1,62,10,15,0
5,186,2,16,4,145,19,3,0
19,148,5,8,4,171,2,10,0
22,203,2,12,1,286,11,12,0
12,195,3,7,5,297,14,5,0
19,227,3,16,9,117,6,16,0
15,173,1,8,3,4,17,0,0
17,170,3,5,0,66,14,8,0
9,534,2,11,2,60,7,20,0
22,51,1,5,8,287,8,17,0
7,219,3,19,9,345,14,10,0
17,284,3,6,6,229,15,13,0
20,288,5,15,5,100,19,1,0
0,260,1,11,0,119,2,19,0
22,319,5,5,8,69,4,10,0
7,149,5,15,8,152,2,1,0
5,555,5,7,0,280,1,3,0
4,539,4,17,5,221,1,12,0
14,66,5,10,6,223,3,5,0
21,121,2,10,1,165,2,6,0
14,14,3,10,9,211,8,21,0
1,419,4,15,7,279,11,19,0
0,423,5,17,7,63,8,2,0
22,191,3,6,5,262,18,3,0
22,22,1,6,8,6,11,20,0
10,348,1,10,2,248,15,19,0
9,268,3,14,1,229,0,2,0
17,99,2,9,1,286,9,0,0
17,259,3,18,5,257,9,18,0
16,264,3,11,6,63,3,20,0
7,597,4,11,5,28,10,12,0
14,117,1,9,2,345,10,13,0
7,598,1,12,4,53,10,21,0
16,494,5,14,7,252,5,15,0
11,267,3,10,5,38,14,3,0
7,291,3,19,1,308,1,16,0
24,97,2,9,6,334,2,9,0
13,213,1,8,7,139,4,6,0
3,25,2,11,3,53,10,12,0
0,160,4,8,0,94,11,12,0
0,263,5,9,1,94,2,21,0
18,197,2,9,3,263,8,13,0
15,338,1,5,6,323,2,5,0
13,553,4,19,1,137,1,15,0
20,406,3,5,5,256,5,8,0
15,526,4,7,1,37,5,19,0
4,468,2,19,6,142,16,15,0
8,339,1,18,1,147,7,20,0
1,178,2,15,2,8,0,20,0
17,375,3,7,8,251,7,11,0
5,187,3,6,3,135,14,15,0
8,371,1,16,4,59,17,4,0
0,49,5,6,8,123,12,23,0
8,425,4,10,6,263,7,10,0
24,364,4,17,7,120,19,0,0
15,264,3,5,2,259,17,9,0
12,152,2,10,3,323,12,10,0
8,586,2,9,6,18,13,14,0
20,20,5,10,3,301,14,2,0
12,35,2,9,1,353,5,23,0
8,430,4,11,9,92,0,14,0
10,230,2,5,5,164,6,10,0
3,505,5,17,8,144,0,8,0
1,246,4,7,1,335,14,1,0
5,246,2,10,0,315,5,11,0
13,228,4,5,7,238,4,19,0
3,496,3,17,0,174,11,15,0
5,470,3,15,0,83,2,23,0
18,153,3,15,2,157,19,15,0
5,198,2,11,4,109,13,20,0
1,264,5,8,8,178,5,0,0
17,77,4,7,9,250,3,15,0
12,345,1,14,1,253,14,5,0
8,418,3,13,0,55,16,13,0
22,309,3,5,0,155,4,10,0
18,366,1,12,7,91,5,0,0
12,265,1,5,9,339,9,19,0
10,362,2,17,9,126,8,16,0
0,530,4,18,9,337,3,22,0
23,533,3,9,1,169,8,18,0
21,293,5,14,8,139,7,1,0
6,321,2,12,8,5,2,13,0
24,108,2,10,1,66,19,7,0
20,206,5,11,2,111,0,22,0
14,491,5,15,1,184,19,21,0
0,235,5,12,5,268,4,5,0
11,374,1,17,6,170,2,8,0
6,377,3,10,5,362,3,4,0
14,579,1,15,2,244,18,4,0
20,599,3,10,2,331,14,17,0
18,84,1,15,1,138,18,21,0
24,51,4,10,1,28,15,13,0
0,431,3,9,4,7,7,11,0
16,190,2,12,7,333,13,11,0
16,554,3,17,5,317,4,21,0
2,80,3,6,8,51,0,5,0
11,577,3,11,4,136,18,3,0
5,114,4,19,9,178,4,14,0
10,209,1,8,3,129,2,22,0
2,110,2,5,8,197,16,14,0
7,316,1,17,9,267,6,16,0
13,595,1,9,4,107,16,2,0
13,386,5,7,0,48,12,9,0
9,408,4,8,4,138,13,20,0
1,230,5,11,4,103,11,21,0
13,191,4,9,4,47,10,7,0
8,316,1,18,1,153,0,8,0
2,531,1,19,5,6,2,23,0
20,405,4,8,4,11,11,2,0
7,13,1,5,1,17,8,0,0
15,290,1,10,9,143,1,10,0
1,224,2,15,7,272,13,12,0
5,429,5,14,5,312,4,11,0
20,110,5,10,9,66,2,20,1
24,530,5,11,2,339,11,6,0
11,582,3,5,8,331,11,1,0
4,318,2,18,3,256,6,0,0
1,519,5,8,2,127,0,19,0
15,72,5,16,6,131,2,2,0
4,235,2,13,7,18,10,3,0
14,114,1,19,6,207,12,16,0
11,434,5,16,0,89,9,17,0
3,264,1,18,0,243,18,16,0
14,438,5,14,4,350,3,18,0
